order_id,customer_id,order_date,amount,category,returned
O001104,C00508,2026-04-23,2445.36,home,0
O001105,C00508,2026-04-24,3761.64,beauty,0
O001106,C00508,2026-06-27,5733.67,beauty,0
O001107,C00508,2026-08-09,7192.56,home,0
O001108,C00508,2026-03-29,6144.05,apparel,0
O001109,C00508,2026-04-07,10714.26,grocery,0
O001110,C00298,2026-03-30,13986.65,beauty,1
O001111,C00298,2026-07-12,14952.07,grocery,0
O001112,C00298,2026-07-15,12204.84,electronics,0
O001113,C00298,2026-06-23,9408.97,home,0
O001114,C00298,2026-06-14,10167.55,apparel,0
O001115,C00298,2026-03-14,8525.54,grocery,0
O001116,C00453,2026-05-24,7705.08,home,0
O001117,C00453,2026-09-03,2239.22,home,0
O001118,C00453,2026-08-14,6664.07,home,0
O001119,C00453,2026-04-08,949.18,apparel,0
O001120,C00288,2026-08-27,13915.68,home,0
O001121,C00288,2026-06-27,4169.28,home,0
O001122,C00288,2026-04-18,6705.9,apparel,0
O001123,C00288,2026-04-11,14920.11,apparel,0
O001124,C00288,2026-06-17,13865.94,beauty,0
O001125,C00288,2026-08-24,2484.73,apparel,1
O001126,C00288,2026-06-16,7212.64,apparel,0
O001127,C00288,2026-09-04,6715.52,beauty,0
O001128,C00288,2026-03-18,5540.85,grocery,1
O001129,C00418,2026-07-25,1953.62,apparel,0
O001130,C00418,2026-06-29,1675.59,home,0
O001131,C00418,2026-06-25,2773.94,grocery,0
O001132,C00418,2026-09-04,8579.74,grocery,0
O001133,C00418,2026-04-19,14970.67,electronics,0
O001134,C00418,2026-04-10,8690.58,beauty,0
O001135,C00418,2026-04-06,3918.51,beauty,0
O001136,C00418,2026-04-01,13344.31,electronics,0
O001137,C00418,2026-03-17,14725.62,electronics,0
O001138,C00705,2026-08-14,5056.01,electronics,0
O001139,C00705,2026-03-31,12511.28,beauty,0
O001140,C00705,2026-03-11,14341.46,grocery,0
O001141,C00705,2026-04-13,5142.58,electronics,0
O001142,C00705,2026-04-22,14278.17,home,0
O001143,C00705,2026-04-12,14997.37,grocery,0
O001144,C00705,2026-08-28,12990.2,home,0
O001145,C00705,2026-03-09,1116.36,electronics,0
O001146,C00472,2026-03-12,5906.45,beauty,0
O001147,C00472,2026-03-21,3829.18,beauty,0
O001148,C00472,2026-07-21,12829.48,apparel,1
O001149,C00472,2026-06-18,6215.22,apparel,0
O001150,C00472,2026-05-22,7515.42,beauty,1
O001151,C00472,2026-06-06,13848.99,grocery,0
O001152,C00472,2026-06-01,10083.15,home,1
O001153,C00472,2026-05-21,7497.46,beauty,0
O001154,C00472,2026-03-31,8576.94,beauty,0
O001155,C00472,2026-03-17,6511.28,home,1
O001156,C00686,2026-09-01,7846.12,beauty,1
O001157,C00686,2026-03-14,9819.88,apparel,0
O001158,C00686,2026-06-15,8051.0,grocery,0
O001159,C00686,2026-08-19,7182.82,electronics,1
O001160,C00686,2026-07-09,7320.89,apparel,0
O001161,C00686,2026-07-02,10359.41,home,0
O001162,C00686,2026-07-17,7989.45,home,0
O001163,C00686,2026-08-24,8399.62,electronics,0
O001164,C00686,2026-06-25,7806.58,beauty,0
O001165,C00686,2026-09-03,10014.57,grocery,1
O001166,C00686,2026-08-11,5525.23,grocery,0
O001167,C00216,2026-07-18,539.15,beauty,0
O001168,C00216,2026-06-10,2978.46,beauty,0
O001169,C00216,2026-07-25,6418.9,home,1
O001170,C00023,2026-05-22,9470.01,home,0
O001171,C00023,2026-04-01,13796.25,apparel,0
O001172,C00023,2026-03-11,1449.84,grocery,0
O001173,C00023,2026-06-23,10199.11,beauty,0
O001174,C00023,2026-03-25,385.95,electronics,0
O001175,C00023,2026-08-14,9940.27,beauty,1
O001176,C00023,2026-05-05,13071.07,grocery,0
O001177,C00810,2026-04-14,12253.05,grocery,0
O001178,C00810,2026-05-20,10204.91,beauty,0
O001179,C00810,2026-05-22,1588.24,apparel,0
O001180,C00810,2026-08-10,1945.11,electronics,1
O001181,C00810,2026-03-27,3066.85,electronics,0
O001182,C00810,2026-05-04,9834.76,apparel,0
O001183,C00810,2026-03-20,9503.07,grocery,0
O001184,C00810,2026-09-03,4723.49,beauty,0
O001185,C00810,2026-07-27,6501.62,electronics,0
O001186,C00725,2026-04-23,7430.19,electronics,0
O001187,C00725,2026-08-30,8902.83,apparel,0
O001188,C00725,2026-06-24,12492.93,beauty,0
O001189,C00725,2026-05-04,415.75,beauty,1
O001190,C00479,2026-05-10,11135.05,grocery,0
O001191,C00479,2026-07-13,14985.69,electronics,0
O001192,C00479,2026-04-25,7445.68,grocery,0
O001193,C00479,2026-07-11,14048.63,beauty,0
O001194,C00479,2026-03-25,1192.36,electronics,0
O001195,C00479,2026-07-01,4943.0,electronics,0
O001196,C00479,2026-06-16,9830.01,beauty,0
O001197,C00479,2026-08-02,9453.64,home,0
O001198,C00190,2026-03-18,3125.36,home,0
O001199,C00190,2026-08-08,7762.25,grocery,0
O001200,C00190,2026-06-10,5285.55,grocery,0
O001201,C00190,2026-05-01,10813.43,beauty,0
O001202,C00190,2026-05-29,4612.89,beauty,0
O001203,C00190,2026-08-08,12546.29,home,0
O001204,C00190,2026-08-01,12056.4,apparel,0
O001205,C00190,2026-08-04,4452.12,electronics,0
O001206,C00190,2026-08-22,2197.72,apparel,0
O001207,C00646,2026-06-23,1783.28,beauty,0
O001208,C00646,2026-07-11,7557.76,apparel,0
O001209,C00646,2026-04-04,991.63,electronics,0
O001210,C00646,2026-04-15,4133.88,apparel,0
O001211,C00940,2026-05-09,1235.88,beauty,1
O001212,C00940,2026-05-08,3632.35,grocery,1
O001213,C00940,2026-05-27,4089.99,home,1
O001214,C00940,2026-08-24,11609.8,grocery,1
O001215,C00204,2026-07-01,12845.1,grocery,0
O001216,C00204,2026-05-09,1830.89,electronics,0
O001217,C00204,2026-08-17,6736.05,beauty,0
O001218,C00204,2026-07-18,11409.74,electronics,0
O001219,C00204,2026-08-09,9261.94,electronics,0
O001220,C00204,2026-03-27,916.95,electronics,0
O001221,C00784,2026-03-15,2608.38,home,0
O001222,C00784,2026-03-09,11500.88,beauty,0
O001223,C00784,2026-04-16,1759.63,home,0
O001224,C00784,2026-07-29,2325.26,apparel,0
O001225,C00101,2026-08-06,11607.52,electronics,0
O001226,C00101,2026-03-12,12194.43,home,0
O001227,C00101,2026-06-05,2817.55,home,0
O001228,C00101,2026-08-18,11396.22,home,0
O001229,C00101,2026-08-01,3908.13,grocery,0
O001230,C00101,2026-05-26,3654.28,beauty,0
O001231,C00101,2026-09-02,6316.85,beauty,0
O001232,C00101,2026-04-13,7887.48,home,0
O001233,C00101,2026-03-09,6805.91,electronics,0
O001234,C00374,2026-05-19,14734.59,apparel,0
O001235,C00374,2026-08-14,6081.01,electronics,0
O001236,C00374,2026-08-14,9729.55,grocery,0
O001237,C00374,2026-05-02,9584.63,grocery,1
O001238,C00374,2026-05-11,6463.79,grocery,0
O001239,C00374,2026-07-31,10906.8,home,0
O001240,C00374,2026-07-01,416.16,home,0
O001241,C00374,2026-05-21,9272.9,apparel,0
O001242,C00374,2026-06-01,6858.98,apparel,0
O001243,C00374,2026-08-17,9478.09,grocery,0
O001244,C00562,2026-03-23,5375.18,beauty,0
O001245,C00562,2026-05-12,13250.33,electronics,0
O001246,C00562,2026-03-12,5217.05,apparel,1
O001247,C00562,2026-08-31,8249.62,apparel,0
O001248,C00562,2026-07-20,8411.25,grocery,0
O001249,C00562,2026-03-17,9644.58,electronics,0
O001250,C00562,2026-06-01,12010.0,grocery,1
O001251,C00562,2026-06-01,12533.77,home,0
O001252,C00562,2026-08-30,14808.23,electronics,0
O001253,C00562,2026-07-16,12671.28,home,0
O001254,C00562,2026-05-23,5510.76,electronics,0
O001255,C00562,2026-05-29,14137.74,beauty,0
O001256,C00942,2026-04-30,3770.63,grocery,1
O001257,C00942,2026-03-26,13446.78,grocery,1
O001258,C00942,2026-03-23,3737.42,home,0
O001259,C00942,2026-03-11,11836.4,grocery,1
O001260,C00942,2026-08-31,10800.96,grocery,1
O001261,C00942,2026-07-12,1846.84,grocery,0
O001262,C00733,2026-05-24,11744.68,beauty,0
O001263,C00733,2026-09-02,10761.11,beauty,0
O001264,C00733,2026-05-20,1214.25,apparel,0
O001265,C00733,2026-05-06,6858.61,home,0
O001266,C00733,2026-08-24,6220.48,grocery,0
O001267,C00733,2026-03-25,6103.3,home,0
O001268,C00733,2026-07-24,9655.98,beauty,0
O001269,C00733,2026-03-26,14232.95,beauty,0
O001270,C00733,2026-07-23,2421.89,apparel,0
O001271,C00733,2026-08-19,7028.38,grocery,0
O001272,C00733,2026-08-29,2035.45,apparel,0
O001273,C00526,2026-04-21,5729.18,electronics,0
O001274,C00526,2026-05-02,6306.71,electronics,0
O001275,C00526,2026-03-09,4556.98,grocery,0
O001276,C00526,2026-08-12,5760.57,home,0
O001277,C00526,2026-06-03,7443.11,apparel,0
O001278,C00526,2026-06-22,8967.48,electronics,0
O001279,C00526,2026-05-10,4785.91,home,0
O001280,C00526,2026-03-28,12341.14,beauty,0
O001281,C00526,2026-05-25,8348.8,electronics,0
O001282,C00267,2026-07-06,8723.97,grocery,0
O001283,C00267,2026-08-14,5266.0,beauty,0
O001284,C00670,2026-09-04,2336.28,beauty,0
O001285,C00670,2026-09-02,10108.14,apparel,0
O001286,C00670,2026-07-01,5080.68,grocery,0
O001287,C00670,2026-04-30,6321.54,apparel,0
O001288,C00670,2026-08-05,5283.27,electronics,0
O001289,C00670,2026-07-07,13383.63,home,0
O001290,C00670,2026-06-08,13029.52,electronics,0
O001291,C00670,2026-03-17,12003.53,home,0
O001292,C00670,2026-06-18,2119.59,grocery,0
O001293,C00376,2026-07-06,9394.95,grocery,0
O001294,C00376,2026-03-11,14372.2,grocery,0
O001295,C00376,2026-05-19,7294.78,electronics,0
O001296,C00142,2026-08-06,4341.95,apparel,0
O001297,C00142,2026-06-26,10672.58,grocery,0
O001298,C00142,2026-08-03,12161.74,grocery,0
O001299,C00179,2026-04-15,961.26,electronics,0
O001300,C00179,2026-05-31,2953.47,electronics,0
O001301,C00179,2026-05-29,4965.52,home,0
O001302,C00179,2026-06-23,14702.86,grocery,0
O001303,C00179,2026-04-17,2417.3,home,0
O001304,C00179,2026-05-05,2567.14,beauty,0
O001305,C00179,2026-06-24,1166.03,home,0
O001306,C00795,2026-04-05,5004.61,beauty,0
O001307,C00795,2026-05-21,4091.63,electronics,0
O001308,C00795,2026-06-20,3822.46,grocery,1
O001309,C00795,2026-07-27,7546.8,grocery,0
O001310,C00460,2026-06-27,4258.53,home,0
O001311,C00460,2026-06-26,6284.02,beauty,0
O001312,C00460,2026-07-07,9613.06,electronics,1
O001313,C00460,2026-05-26,14463.08,electronics,0
O001314,C00460,2026-04-08,8454.2,apparel,0
O001315,C00460,2026-05-23,6279.17,electronics,0
O001316,C00460,2026-07-04,7656.36,apparel,0
O001317,C00460,2026-06-06,14784.04,apparel,0
O001318,C00458,2026-08-08,914.34,beauty,0
O001319,C00458,2026-03-11,9424.73,apparel,0
O001320,C00458,2026-06-19,14022.55,beauty,1
O001321,C00458,2026-04-23,3988.07,beauty,0
O001322,C00458,2026-06-21,12683.85,apparel,0
O001323,C00458,2026-06-01,7801.83,electronics,0
O001324,C00458,2026-06-25,8151.11,electronics,1
O001325,C00458,2026-06-24,6110.98,electronics,0
O001326,C00458,2026-06-17,10958.58,home,0
O001327,C00458,2026-08-30,3399.5,grocery,0
O001328,C00690,2026-07-10,14197.5,home,0
O001329,C00690,2026-06-26,10703.99,home,0
O001330,C00690,2026-03-31,14750.42,home,0
O001331,C00690,2026-06-08,14397.19,home,0
O001332,C00690,2026-06-19,10470.12,electronics,1
O001333,C00690,2026-07-19,362.9,electronics,0
O001334,C00690,2026-07-15,6373.5,beauty,0
O001335,C00894,2026-07-11,1439.59,electronics,0
O001336,C00894,2026-06-11,12296.03,beauty,0
O001337,C00894,2026-08-07,5489.02,beauty,0
O001338,C00894,2026-07-06,5562.1,apparel,0
O001339,C00894,2026-03-23,12234.48,electronics,0
O001340,C00894,2026-05-18,5746.07,apparel,0
O001341,C00894,2026-03-14,3556.36,electronics,0
O001342,C00894,2026-05-20,10304.15,home,0
O001343,C00364,2026-08-11,9317.61,home,0
O001344,C00364,2026-07-01,3550.87,beauty,0
O001345,C00364,2026-05-31,840.9,beauty,0
O001346,C00364,2026-04-13,10692.43,apparel,0
O001347,C00364,2026-05-18,14768.67,beauty,1
O001348,C00710,2026-06-05,8411.24,grocery,0
O001349,C00710,2026-08-19,9163.7,apparel,0
O001350,C00710,2026-03-24,2185.22,electronics,1
O001351,C00870,2026-06-27,8677.58,apparel,0
O001352,C00870,2026-06-05,11014.81,home,0
O001353,C00870,2026-08-30,10266.29,grocery,0
O001354,C00870,2026-05-21,10306.0,beauty,0
O001355,C00491,2026-03-13,1062.38,home,0
O001356,C00491,2026-07-21,14928.07,home,0
O001357,C00241,2026-07-02,7158.82,home,0
O001358,C00241,2026-04-23,938.93,apparel,0
O001359,C00241,2026-04-02,13800.35,grocery,1
O001360,C00482,2026-03-13,13237.45,electronics,0
O001361,C00482,2026-03-25,3616.73,beauty,0
O001362,C00482,2026-04-03,13779.83,apparel,0
O001363,C00482,2026-05-31,4868.85,electronics,0
O001364,C00482,2026-08-27,6649.65,electronics,1
O001365,C00482,2026-07-23,9506.57,home,0
O001366,C00482,2026-08-04,3933.16,beauty,0
O001367,C00482,2026-05-17,5309.79,electronics,0
O001368,C00482,2026-06-05,7939.22,apparel,0
O001369,C00485,2026-08-20,9407.63,electronics,0
O001370,C00485,2026-07-09,8810.34,electronics,0
O001371,C00485,2026-06-18,13775.7,beauty,0
O001372,C00008,2026-06-29,1211.43,beauty,0
O001373,C00008,2026-06-25,9277.86,beauty,1
O001374,C00008,2026-08-17,10260.2,grocery,1
O001375,C00008,2026-08-25,12793.96,beauty,1
O001376,C00008,2026-04-14,11353.86,apparel,1
O001377,C00008,2026-05-21,11875.88,grocery,0
O001378,C00008,2026-03-11,5943.62,beauty,1
O001379,C00727,2026-05-06,5292.36,electronics,0
O001380,C00727,2026-03-24,5124.45,apparel,0
O001381,C00727,2026-06-24,480.64,electronics,0
O001382,C00727,2026-08-21,12659.46,grocery,0
O001383,C00727,2026-03-10,7780.8,home,0
O001384,C00727,2026-08-03,10951.96,beauty,0
O001385,C00727,2026-08-30,2323.79,electronics,0
O001386,C00727,2026-06-28,4881.5,beauty,0
O001387,C00727,2026-05-19,9880.06,home,0
O001388,C00727,2026-04-05,13312.76,apparel,0
O001389,C00727,2026-03-23,4837.51,home,0
O001390,C00348,2026-08-08,10271.02,electronics,0
O001391,C00348,2026-06-06,12342.0,grocery,0
O001392,C00348,2026-05-18,6504.3,apparel,0
O001393,C00348,2026-05-13,9716.16,apparel,0
O001394,C00348,2026-06-16,5320.81,beauty,0
O001395,C00348,2026-05-09,14734.27,grocery,0
O001396,C00280,2026-03-31,8621.62,home,0
O001397,C00280,2026-06-06,6454.82,apparel,0
O001398,C00280,2026-06-11,13178.75,electronics,0
O001399,C00280,2026-06-05,13823.32,apparel,0
O001400,C00280,2026-05-04,7158.09,apparel,0
O001401,C00280,2026-07-24,11098.42,home,0
O001402,C00280,2026-03-26,5825.9,beauty,0
O001403,C00153,2026-07-17,5560.93,grocery,1
O001404,C00153,2026-08-01,4571.47,apparel,0
O001405,C00153,2026-04-04,13716.82,home,0
O001406,C00153,2026-06-11,736.38,apparel,1
O001407,C00419,2026-05-05,13315.12,apparel,0
O001408,C00419,2026-05-22,8451.22,apparel,0
O001409,C00419,2026-07-03,2888.34,home,0
O001410,C00419,2026-04-13,608.61,apparel,0
O001411,C00419,2026-08-08,11874.99,electronics,0
O001412,C00419,2026-03-23,3390.49,beauty,0
O001413,C00024,2026-03-27,8045.82,grocery,0
O001414,C00024,2026-06-22,13212.3,electronics,0
O001415,C00024,2026-07-17,13276.03,apparel,0
O001416,C00024,2026-08-10,3117.71,beauty,0
O001417,C00024,2026-08-18,4973.89,beauty,0
O001418,C00405,2026-07-12,979.07,grocery,0
O001419,C00405,2026-06-24,12860.2,home,0
O001420,C00405,2026-04-06,5116.9,electronics,0
O001421,C00405,2026-05-02,4417.08,apparel,0
O001422,C00405,2026-03-26,14535.25,beauty,0
O001423,C00405,2026-07-05,1496.69,beauty,0
O001424,C00405,2026-07-25,9338.83,apparel,0
O001425,C00405,2026-07-01,11344.23,grocery,0
O001426,C00405,2026-05-26,7927.72,apparel,0
O001427,C00405,2026-04-04,5796.02,beauty,0
O001428,C00405,2026-06-01,7573.44,home,0
O001429,C00405,2026-04-29,9680.15,grocery,0
O001430,C00896,2026-04-12,12988.57,beauty,0
O001431,C00896,2026-04-09,6547.84,beauty,0
O001432,C00896,2026-04-05,14051.83,home,0
O001433,C00896,2026-07-04,1545.96,electronics,0
O001434,C00896,2026-06-09,7926.66,apparel,0
O001435,C00896,2026-05-12,7139.22,grocery,0
O001436,C00896,2026-06-16,6931.92,beauty,0
O001437,C00896,2026-07-01,12126.22,home,0
O001438,C00896,2026-03-23,663.36,beauty,0
O001439,C00896,2026-06-04,9786.72,home,0
O001440,C00896,2026-03-19,4629.41,grocery,0
O001441,C00896,2026-08-13,9761.72,home,0
O001442,C00908,2026-07-24,1348.83,electronics,1
O001443,C00908,2026-08-27,5206.24,home,1
O001444,C00908,2026-09-02,11254.61,home,1
O001445,C00908,2026-08-27,9179.3,apparel,1
O001446,C00908,2026-04-29,11360.04,grocery,0
O001447,C00549,2026-07-27,11811.99,beauty,0
O001448,C00549,2026-07-29,12381.36,electronics,0
O001449,C00549,2026-05-19,7835.91,apparel,0
O001450,C00549,2026-04-29,3645.4,apparel,0
O001451,C00549,2026-09-02,7882.63,grocery,0
O001452,C00549,2026-04-03,10920.9,beauty,0
O001453,C00233,2026-03-29,4902.2,apparel,0
O001454,C00233,2026-08-15,14146.37,beauty,0
O001455,C00233,2026-06-24,6914.59,grocery,0
O001456,C00233,2026-05-15,2342.57,apparel,1
O001457,C00233,2026-07-19,11145.73,beauty,0
O001458,C00233,2026-05-05,12564.19,home,0
O001459,C00233,2026-05-20,6558.07,beauty,0
O001460,C00638,2026-06-11,773.47,apparel,0
O001461,C00638,2026-08-17,14303.77,home,0
O001462,C00638,2026-08-18,12047.44,grocery,0
O001463,C00638,2026-03-17,6046.02,beauty,0
O001464,C00638,2026-05-09,6042.35,grocery,0
O001465,C00638,2026-06-01,7279.23,home,0
O001466,C00638,2026-08-07,6937.57,home,0
O001467,C00638,2026-06-15,1833.4,grocery,0
O001468,C00638,2026-04-02,12449.18,grocery,0
O001469,C00638,2026-03-09,3044.37,electronics,0
O001470,C00088,2026-08-20,3725.68,grocery,0
O001471,C00088,2026-06-29,1144.56,grocery,1
O001472,C00088,2026-04-05,5103.55,beauty,1
O001473,C00088,2026-04-02,14847.05,apparel,0
O001474,C00088,2026-08-19,7330.29,electronics,0
O001475,C00088,2026-08-24,13582.74,apparel,0
O001476,C00088,2026-05-19,3323.45,beauty,1
O001477,C00088,2026-06-13,10072.45,apparel,0
O001478,C00220,2026-08-17,10836.55,beauty,0
O001479,C00220,2026-03-09,409.42,apparel,0
O001480,C00220,2026-07-24,12421.36,grocery,0
O001481,C00220,2026-06-28,8030.09,grocery,0
O001482,C00220,2026-03-12,7065.01,grocery,0
O001483,C00220,2026-07-29,1639.21,beauty,1
O001484,C00220,2026-03-18,12686.8,home,0
O001485,C00220,2026-03-21,12404.42,apparel,0
O001486,C00220,2026-07-09,2939.8,grocery,0
O001487,C00220,2026-05-25,7030.07,apparel,0
O001488,C00220,2026-04-20,1704.35,electronics,0
O001489,C00027,2026-09-04,2621.6,grocery,0
O001490,C00027,2026-07-23,13769.56,apparel,0
O001491,C00027,2026-08-30,6345.79,grocery,0
O001492,C00027,2026-05-14,5720.36,electronics,0
O001493,C00027,2026-05-27,11758.81,beauty,0
O001494,C00786,2026-05-01,692.75,beauty,1
O001495,C00786,2026-03-19,11265.57,apparel,0
O001496,C00786,2026-06-06,457.84,electronics,0
O001497,C00786,2026-04-11,2306.26,beauty,0
O001498,C00786,2026-04-19,1303.09,grocery,0
O001499,C00786,2026-08-16,10789.65,beauty,0
O001500,C00786,2026-04-04,12360.27,apparel,0
O001501,C00786,2026-05-02,565.57,electronics,0
O001502,C00786,2026-08-20,2125.03,beauty,0
O001503,C00443,2026-08-23,11524.76,home,1
O001504,C00443,2026-06-08,5563.88,apparel,0
O001505,C00443,2026-04-12,13422.51,grocery,0
O001506,C00443,2026-06-14,10542.11,grocery,0
O001507,C00628,2026-04-09,10448.1,beauty,0
O001508,C00628,2026-09-03,368.59,beauty,0
O001509,C00628,2026-06-25,13953.66,home,0
O001510,C00628,2026-07-05,3239.79,electronics,0
O001511,C00628,2026-05-11,14842.57,home,0
O001512,C00628,2026-08-28,10295.41,electronics,0
O001513,C00628,2026-07-27,13269.61,apparel,0
O001514,C00628,2026-08-27,946.98,grocery,0
O001515,C00628,2026-08-08,5108.98,grocery,0
O001516,C00628,2026-05-02,9482.7,grocery,0
O001517,C00628,2026-03-09,6589.84,apparel,0
O001518,C00628,2026-03-20,5541.67,apparel,0
O001519,C00334,2026-03-26,4948.73,beauty,0
O001520,C00334,2026-06-11,3535.41,home,0
O001521,C00863,2026-06-18,6343.12,grocery,0
O001522,C00863,2026-07-13,14859.97,grocery,0
O001523,C00863,2026-09-02,13856.69,grocery,0
O001524,C00863,2026-08-14,14397.81,grocery,0
O001525,C00863,2026-06-17,9573.85,beauty,0
O001526,C00863,2026-04-13,14593.79,apparel,0
O001527,C00863,2026-04-09,9639.7,home,0
O001528,C00863,2026-07-20,10095.65,electronics,0
O001529,C00863,2026-04-28,9245.44,grocery,0
O001530,C00863,2026-07-26,7812.08,apparel,0
O001531,C00863,2026-06-04,10658.05,electronics,0
O001532,C00863,2026-04-24,9360.33,electronics,0
O001533,C00878,2026-03-26,6598.92,apparel,0
O001534,C00878,2026-04-04,1180.87,home,0
O001535,C00878,2026-05-29,3269.57,beauty,0
O001536,C00878,2026-03-23,857.23,grocery,0
O001537,C00878,2026-05-23,6822.78,home,0
O001538,C00878,2026-06-22,4967.82,electronics,0
O001539,C00205,2026-09-04,11333.1,apparel,0
O001540,C00205,2026-08-10,5169.67,apparel,0
O001541,C00205,2026-08-05,1094.89,apparel,0
O001542,C00205,2026-05-20,10535.29,apparel,0
O001543,C00205,2026-03-10,5907.84,home,0
O001544,C00205,2026-06-10,9557.8,electronics,0
O001545,C00205,2026-03-21,1328.78,apparel,0
O001546,C00205,2026-03-20,14882.58,apparel,1
O001547,C00205,2026-08-08,2853.03,grocery,0
O001548,C00205,2026-05-16,13997.65,apparel,0
O001549,C00019,2026-06-26,10957.34,home,0
O001550,C00019,2026-07-11,3203.78,beauty,0
O001551,C00019,2026-07-22,3959.85,home,0
O001552,C00019,2026-08-02,14525.57,apparel,0
O001553,C00019,2026-03-20,11784.95,electronics,0
O001554,C00019,2026-03-26,5585.85,beauty,0
O001555,C00019,2026-03-31,6788.23,grocery,0
O001556,C00019,2026-06-28,6671.43,apparel,0
O001557,C00019,2026-05-20,11965.31,electronics,0
O001558,C00019,2026-03-09,6582.74,electronics,0
O001559,C00726,2026-07-05,4082.19,beauty,0
O001560,C00726,2026-04-12,4463.42,grocery,0
O001561,C00726,2026-08-19,1357.51,apparel,0
O001562,C00726,2026-06-07,3177.02,apparel,0
O001563,C00726,2026-08-28,12966.33,home,1
O001564,C00726,2026-08-12,13907.66,beauty,0
O001565,C00042,2026-03-30,4824.82,grocery,0
O001566,C00042,2026-08-14,13309.49,electronics,0
O001567,C00042,2026-07-14,8614.45,apparel,0
O001568,C00042,2026-03-25,14369.32,home,0
O001569,C00042,2026-05-09,7482.74,home,0
O001570,C00042,2026-04-14,9868.32,beauty,0
O001571,C00042,2026-05-30,3862.59,electronics,0
O001572,C00058,2026-03-24,9786.4,home,0
O001573,C00058,2026-08-01,14180.7,apparel,0
O001574,C00058,2026-08-26,9151.6,apparel,0
O001575,C00058,2026-03-17,11633.29,beauty,1
O001576,C00058,2026-07-31,8916.56,electronics,0
O001577,C00058,2026-05-18,3075.7,beauty,0
O001578,C00058,2026-04-22,6575.01,home,0
O001579,C00176,2026-08-14,9979.75,beauty,0
O001580,C00176,2026-08-23,11088.82,electronics,0
O001581,C00176,2026-08-10,8717.39,home,0
O001582,C00176,2026-06-02,4254.61,apparel,0
O001583,C00176,2026-03-19,6150.16,home,0
O001584,C00176,2026-08-15,2775.46,beauty,1
O001585,C00176,2026-06-27,1326.67,beauty,1
O001586,C00176,2026-04-04,9921.46,beauty,0
O001587,C00176,2026-04-16,5807.38,apparel,0
O001588,C00176,2026-03-17,2975.17,electronics,0
O001589,C00195,2026-03-15,11323.76,apparel,0
O001590,C00195,2026-06-06,13563.42,beauty,0
O001591,C00195,2026-03-22,13720.68,electronics,0
O001592,C00195,2026-08-13,2742.05,home,0
O001593,C00195,2026-05-31,2132.82,electronics,0
O001594,C00195,2026-07-02,8909.0,beauty,0
O001595,C00195,2026-05-08,11479.84,electronics,0
O001596,C00195,2026-07-19,11351.44,electronics,0
O001597,C00195,2026-03-11,11901.35,electronics,0
O001598,C00167,2026-03-09,11939.26,beauty,0
O001599,C00167,2026-06-10,14807.38,home,0
O001600,C00167,2026-04-27,7256.51,home,0
O001601,C00148,2026-08-31,14991.84,apparel,0
O001602,C00148,2026-07-23,10076.65,beauty,0
O001603,C00148,2026-08-17,14636.98,home,0
O001604,C00148,2026-07-13,345.34,beauty,0
O001605,C00148,2026-03-25,13353.17,apparel,0
O001606,C00148,2026-08-26,2106.55,grocery,1
O001607,C00148,2026-06-14,10579.19,apparel,0
O001608,C00148,2026-06-28,9389.77,beauty,0
O001609,C00148,2026-08-08,10005.36,electronics,0
O001610,C00148,2026-05-08,14375.94,home,0
O001611,C00148,2026-06-26,5595.02,electronics,1
O001612,C00436,2026-07-25,3733.31,beauty,0
O001613,C00436,2026-05-11,9305.11,electronics,0
O001614,C00436,2026-07-22,14104.55,beauty,0
O001615,C00436,2026-05-04,12899.37,electronics,0
O001616,C00436,2026-04-22,4619.79,apparel,0
O001617,C00436,2026-08-13,13086.92,grocery,0
O001618,C00436,2026-07-12,10834.98,electronics,0
O001619,C00545,2026-04-05,14945.68,beauty,0
O001620,C00545,2026-08-10,6860.41,electronics,0
O001621,C00545,2026-06-27,8247.82,apparel,0
O001622,C00545,2026-06-18,11372.81,electronics,0
O001623,C00593,2026-06-07,10821.75,apparel,0
O001624,C00593,2026-05-28,5099.56,beauty,0
O001625,C00593,2026-07-02,3539.53,home,0
O001626,C00213,2026-06-24,2295.62,grocery,0
O001627,C00213,2026-06-28,7531.79,home,0
O001628,C00213,2026-04-19,13997.17,grocery,0
O001629,C00213,2026-08-24,5345.42,beauty,0
O001630,C00213,2026-08-22,11840.7,beauty,0
O001631,C00213,2026-05-28,3586.2,electronics,0
O001632,C00213,2026-05-14,1937.32,home,0
O001633,C00213,2026-04-03,14077.0,electronics,0
O001634,C00213,2026-07-02,2173.04,home,0
O001635,C00213,2026-04-27,8780.68,electronics,0
O001636,C00213,2026-05-02,8973.88,apparel,0
O001637,C00213,2026-06-08,14703.79,home,0
O001638,C00538,2026-08-04,14028.7,apparel,0
O001639,C00538,2026-03-31,9143.78,apparel,0
O001640,C00538,2026-05-28,435.07,beauty,0
O001641,C00538,2026-08-18,12297.38,home,0
O001642,C00538,2026-07-29,7647.54,beauty,0
O001643,C00538,2026-03-26,4465.87,electronics,0
O001644,C00538,2026-07-08,4840.7,electronics,0
O001645,C00236,2026-08-09,12481.7,beauty,0
O001646,C00236,2026-07-26,14507.49,electronics,0
O001647,C00236,2026-06-16,5197.22,apparel,0
O001648,C00236,2026-09-04,14036.16,apparel,0
O001649,C00236,2026-04-05,1072.72,apparel,0
